Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
1217100,Thirteen Reasons Why,Jay Asher,"Asher, Jay",,"=""1595141715""","=""9781595141712""",0,3.85,Razorbill,Hardcover,288,2007,2007,,2017/08/10,,,read,,,,1,0
9516,"Persepolis: The Story of a Childhood (Persepolis, #1)",Marjane Satrapi,"Satrapi, Marjane",Mattias Ripa,"=""037571457X""","=""9780375714573""",0,4.26,Pantheon,Paperback,153,2004,2003,,2017/08/03,,,read,,,,1,0
26198173,The Blood Between Us,Zac Brewer,"Brewer, Zac",Z Brewer,"=""0062307932""","=""9780062307934""",5,3.21,HarperTeen,ebook,304,2016,2016,,2017/07/06,,,read,,,,1,0
25812109,The Female of the Species,Mindy McGinnis,"McGinnis, Mindy",,"=""""","=""""",5,4.15,Katherine Tegen Books,Paperback,368,2016,2016,,2017/07/06,,,read,,,,1,0
37347,"If I Have a Wicked Stepmother, Where's My Prince?",Melissa Kantor,"Kantor, Melissa",,"=""0786809604""","=""9780786809608""",3,3.66,Hyperion Book CH,Hardcover,283,2005,2005,,2017/07/06,,,read,,,,1,0
15745753,Eleanor & Park,Rainbow Rowell,"Rowell, Rainbow",,"=""1250012570""","=""9781250012579""",3,3.95,St. Martin's Press,Hardcover,328,2013,2012,,2017/06/07,,,read,,,,1,0
33724,Can You Keep a Secret?,Sophie Kinsella,"Kinsella, Sophie",,"=""0440241901""","=""9780440241904""",2,3.84,Dell,Mass Market Paperback,374,2005,2003,,2017/06/03,,,read,,,,1,0
30821598,My Not So Perfect Life,Sophie Kinsella,"Kinsella, Sophie",,"=""0593074793""","=""9780593074794""",5,3.81,RANDOM HOUSE UK,Paperback,448,2017,2017,,2017/05/16,,,read,,,,1,0
23305614,Finding Audrey,Sophie Kinsella,"Kinsella, Sophie",,"=""0553536516""","=""9780553536515""",5,3.75,Delacorte Books for Young Readers,Hardcover,286,2015,2015,,2017/05/09,,,read,,,,1,0
2743,The Lost Boy (Dave Pelzer #2),Dave Pelzer,"Pelzer, Dave",,"=""1558745157""","=""9781558745155""",0,4.11,Health Communications,Paperback,331,1997,1997,,2017/02/18,,,read,,,,1,0
60748,"A Child Called ""It"" (Dave Pelzer, #1)",Dave Pelzer,"Pelzer, Dave",,"=""""","=""""",4,4.12,Health Communications Inc,Paperback,184,1995,1995,,2017/02/12,,,read,,,,2,0
22557272,The Girl on the Train,Paula Hawkins,"Hawkins, Paula",,"=""1594633665""","=""9781594633669""",1,3.96,Riverhead Books,Hardcover,336,2015,2015,2017/02/08,2017/02/08,,,read,,,,3,0
608474,"The Sign of Four (Sherlock Holmes, #2)",Arthur Conan Doyle,"Doyle, Arthur Conan",Peter Ackroyd,"=""""","=""""",0,3.90,Penguin Books,Paperback,129,2001,1890,2017/02/02,2017/02/02,,,read,,,,1,0
102868,"A Study in Scarlet (Sherlock Holmes, #1)",Arthur Conan Doyle,"Doyle, Arthur Conan",,"=""1420925539""","=""9781420925531""",5,4.14,Digireads.com,Paperback,123,2005,1887,,2017/01/28,,,read,,,,1,0
20602816,Born into the Children of God,Natacha Tormey,"Tormey, Natacha",,"=""000756032X""","=""9780007560325""",0,3.84,HarperElement,Paperback,320,2014,2014,2017/01/21,2017/01/20,,,read,,,,1,0
1474118,Fasting: The Key to Releasing God's Power in Your Life,Derek Prince,"Prince, Derek",,"=""0883682583""","=""9780883682586""",5,4.43,Whitaker House,Mass Market Paperback,60,1993,1976,,2017/01/17,,,read,,,,1,0
6567017,"Will Grayson, Will Grayson",John Green,"Green, John",David Levithan,"=""0525421580""","=""9780525421580""",3,3.71,Dutton Books,Hardcover,320,2010,2010,,2017/01/16,,,read,,,,1,0
8520610,Quiet: The Power of Introverts in a World That Can't Stop Talking,Susan Cain,"Cain, Susan",,"=""0307352145""","=""9780307352149""",4,4.08,"Crown Publishing Group/Random House, Inc.",Hardcover,333,2012,2012,,2017/01/08,,,read,,,,1,0
99561,Looking for Alaska,John Green,"Green, John",,"=""""","=""9781435249158""",5,3.97,Speak,Paperback,221,2006,2005,,2017/01/08,,,read,,,,1,0
6442769,Paper Towns,John Green,"Green, John",Gázsity Mila,"=""014241493X""","=""9780142414934""",4,3.72,Speak,Paperback,305,2009,2008,,2016/07/17,,,read,,,,1,0
968,"The Da Vinci Code (Robert Langdon, #2)",Dan Brown,"Brown, Dan",,"=""""","=""""",0,3.91,Anchor,Paperback,489,2006,2003,,2017/01/08,,,read,,,,1,0
960,"Angels & Demons (Robert Langdon, #1)",Dan Brown,"Brown, Dan",,"=""1416524797""","=""9781416524793""",0,3.94,Pocket Books,Mass Market Paperback,736,2006,2000,,2017/01/08,,,read,,,,1,0
9627755,"Isla and the Happily Ever After (Anna and the French Kiss, #3)",Stephanie Perkins,"Perkins, Stephanie",,"=""0525425632""","=""9780525425632""",2,4.00,Dutton,Hardcover,339,2014,2014,2016/07/03,2015/10/18,,,read,,,,1,0
4268157,"Perfect Chemistry (Perfect Chemistry, #1)",Simone Elkeles,"Elkeles, Simone",,"=""0802798233""","=""9780802798237""",0,4.04,Walker Childrens,Hardcover,368,2008,2008,2015/03/21,2016/07/03,,,read,,,,1,0
7137775,"Rules of Attraction (Perfect Chemistry, #2)",Simone Elkeles,"Elkeles, Simone",Hilde Stubhaug,"=""0802720854""","=""9780802720856""",0,4.18,Walker Books,Hardcover,336,2010,2010,2015/04/04,2016/07/03,,,read,,,,1,0
8662836,"Chain Reaction (Perfect Chemistry, #3)",Simone Elkeles,"Elkeles, Simone",,"=""0802720870""","=""9780802720870""",0,4.09,Bloomsbury USA Childrens,Hardcover,310,2011,2011,2015/03/21,2016/07/03,,,read,,,,1,0
6936382,"Anna and the French Kiss (Anna and the French Kiss, #1)",Stephanie Perkins,"Perkins, Stephanie",,"=""0525423273""","=""9780525423270""",0,3.97,Dutton Juvenile,Hardcover,372,2010,2010,2015/04/08,2016/07/03,,,read,,,,1,0
9961796,"Lola and the Boy Next Door (Anna and the French Kiss, #2)",Stephanie Perkins,"Perkins, Stephanie",,"=""""","=""""",0,3.91,Dutton Books,Hardcover,338,2011,2011,2015/04/28,2016/07/03,,,read,,,,1,0
20803953,"Bully (Fall Away, #1)",Penelope Douglas,"Douglas, Penelope",,"=""""","=""""",0,3.89,Intermix (Penguin Group (USA) LLC),ebook,333,2014,2013,2015/04/04,2016/07/03,,,read,,,,1,0
16056408,"Easy (Contours of the Heart, #1)",Tammara Webber,"Webber, Tammara",,"=""0425266745""","=""9780425266748""",4,4.08,Penguin Berkley,Paperback,336,2012,2012,2015/01/01,2016/07/03,,,read,,,,1,0
3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",J.K. Rowling,"Rowling, J.K.",,"=""""","=""""",0,4.47,Scholastic Inc,Hardcover,309,2003,1997,,2016/10/31,,,read,,,,1,0
22628,The Perks of Being a Wallflower,Stephen Chbosky,"Chbosky, Stephen",,"=""""","=""""",0,4.23,MTV Books/Pocket Books,Paperback,213,1999,1999,2016/10/31,2016/10/31,,,read,,,,1,0
10947600,Saving June,Hannah Harrington,"Harrington, Hannah",,"=""1921794097""","=""9781921794094""",0,3.96,Harlequin Teen Australia,Paperback,336,2011,2011,,2016/10/31,,,read,,,,1,0
11735983,"Insurgent (Divergent, #2)",Veronica Roth,"Roth, Veronica",,"=""0007442912""","=""9780007442911""",0,3.98,HarperCollins Children's Books,Hardcover,525,2012,2012,2016/01/01,2016/07/03,,,read,,,,1,0
10331607,"Turned (The Vampire Journals, #1)",Morgan Rice,"Rice, Morgan",,"=""""","=""9780982953723""",1,3.37,,Paperback,150,2011,2011,2016/01/01,2016/07/03,,,read,,,,1,0
13335037,"Divergent (Divergent, #1)",Veronica Roth,"Roth, Veronica",,"=""0062024035""","=""9780062024039""",0,4.15,Katherine Tegen Books,Paperback,487,2012,2011,2016/01/01,2016/07/03,,,read,,,,1,0
6339664,"Hush, Hush (Hush, Hush, #1)",Becca Fitzpatrick,"Fitzpatrick, Becca",,"=""1416989412""","=""9781416989417""",0,3.93,Simon & Schuster,Hardcover,391,2009,2009,2016/01/01,2016/09/13,,,read,,,,1,0
41865,"Twilight (The Twilight Saga, #1)",Stephenie Meyer,"Meyer, Stephenie",,"=""0316015849""","=""9780316015844""",0,3.65,"Little, Brown and Company",Paperback,498,2006,2005,2016/01/01,2016/07/03,,,read,,,,1,0
49041,"New Moon (The Twilight Saga, #2)",Stephenie Meyer,"Meyer, Stephenie",Sylke Hachmeister,"=""""","=""""",0,3.59,"Little, Brown and Company",Hardcover,563,2006,2006,2016/01/01,2016/07/03,,,read,,,,1,0
1162543,"Breaking Dawn (The Twilight Saga, #4)",Stephenie Meyer,"Meyer, Stephenie",,"=""031606792X""","=""9780316067928""",0,3.73,"Little, Brown and Company",Hardcover,756,2008,2008,2016/01/01,2016/07/03,,,read,,,,1,0
2767052,"The Hunger Games (The Hunger Games, #1)",Suzanne Collins,"Collins, Suzanne",,"=""0439023483""","=""9780439023481""",0,4.33,Scholastic Press,Hardcover,374,2008,2008,2016/01/01,2016/09/13,,,read,,,,1,0
428263,"Eclipse (The Twilight Saga, #3)",Stephenie Meyer,"Meyer, Stephenie",,"=""0316160202""","=""9780316160209""",0,3.72,"Little, Brown and Company",Hardcover,629,2007,2007,2016/01/01,2016/07/03,,,read,,,,1,0
25802615,Unashamed,Lecrae Moore,"Moore, Lecrae",,"=""143368912X""","=""9781433689123""",5,4.40,B&H Books,Hardcover,256,2016,2016,2016/09/13,2016/09/13,,,read,,,,1,0
18710190,"Allegiant (Divergent, #3)",Veronica Roth,"Roth, Veronica",,"=""0007524277""","=""9780007524273""",0,3.60,HarperCollins Children's Book's,Hardcover,531,2013,2013,2016/09/13,2016/07/03,,,read,,,,1,0
727078,"Shadowmancer (Shadowmancer, #1)",G.P. Taylor,"Taylor, G.P.",,"=""0142403415""","=""9780142403419""",0,2.82,Puffin Books,Paperback,288,2005,2002,2016/07/31,2016/07/17,,,read,,,,1,0
